Age,Age Group,Attrition,Attrition Flag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Income Group,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Tenure Group,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,Mid-Career,No,0,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,154,2,Female,92,3,3,Sales Executive,4,Married,9738,Medium Income,22952,0,Y,No,14,3,3,80,1,10,6,3,9,Veteran,7,2,8
36,Mid-Career,No,0,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,Low Income,2561,5,Y,No,22,4,1,80,1,7,2,3,1,New Employee,0,0,0
43,Mid-Career,No,0,Travel_Frequently,394,Sales,26,2,Life Sciences,1,158,3,Male,92,3,4,Manager,4,Married,16959,High Income,19494,1,Y,Yes,12,3,4,80,2,25,3,4,25,Veteran,12,4,12
30,Mid-Career,No,0,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,159,1,Male,96,1,1,Research Scientist,3,Divorced,2613,Low Income,22310,1,Y,No,25,4,3,80,3,10,2,2,10,Veteran,7,0,9
33,Mid-Career,No,0,Non-Travel,750,Sales,22,2,Marketing,1,160,3,Male,95,3,2,Sales Executive,2,Married,6146,Medium Income,15480,0,Y,No,13,3,1,80,1,8,2,4,7,Experienced,7,0,7
56,Senior,Yes,1,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,161,2,Female,72,3,1,Research Scientist,2,Married,4963,Low Income,4510,9,Y,Yes,18,3,1,80,3,7,2,3,5,Experienced,4,4,3
51,Senior,No,0,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,162,1,Male,51,3,5,Research Director,3,Single,19537,High Income,6462,7,Y,No,13,3,3,80,0,23,5,3,20,Veteran,18,15,15
31,Mid-Career,Yes,1,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,76,1,2,Sales Executive,3,Married,6172,Medium Income,20739,4,Y,Yes,18,3,2,80,0,12,3,2,7,Experienced,7,7,7
26,Young,No,0,Travel_Rarely,841,Research & Development,6,3,Other,1,164,3,Female,46,2,1,Research Scientist,2,Married,2368,Low Income,23300,1,Y,No,19,3,3,80,0,5,3,2,5,Experienced,4,4,3
58,Senior,Yes,1,Travel_Rarely,147,Research & Development,23,4,Medical,1,165,4,Female,94,3,3,Healthcare Representative,4,Married,10312,High Income,3465,1,Y,No,12,3,4,80,1,40,3,2,40,Veteran,10,15,6
19,Young,Yes,1,Travel_Rarely,528,Sales,22,1,Marketing,1,167,4,Male,50,3,1,Sales Representative,3,Single,1675,Low Income,26820,1,Y,Yes,19,3,4,80,0,0,2,2,0,New Employee,0,0,0
22,Young,No,0,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,169,3,Male,100,3,1,Laboratory Technician,4,Married,2523,Low Income,19299,0,Y,No,14,3,3,80,1,3,2,3,2,New Employee,1,2,1
49,Senior,No,0,Travel_Rarely,470,Research & Development,20,4,Medical,1,170,3,Female,96,3,2,Manufacturing Director,1,Married,6567,Medium Income,5549,1,Y,No,14,3,3,80,0,16,2,2,15,Veteran,11,5,11
43,Mid-Career,No,0,Travel_Frequently,957,Research & Development,28,3,Medical,1,171,2,Female,72,4,1,Research Scientist,3,Single,4739,Low Income,16090,4,Y,No,12,3,4,80,0,18,2,3,3,Experienced,2,1,2
50,Senior,No,0,Travel_Frequently,809,Sales,12,3,Marketing,1,174,3,Female,77,3,3,Sales Executive,4,Single,9208,Medium Income,6645,4,Y,No,11,3,4,80,0,16,3,3,2,New Employee,2,2,1
31,Mid-Career,Yes,1,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,2,Female,71,1,2,Sales Executive,3,Married,4559,Low Income,24788,3,Y,Yes,11,3,3,80,1,4,2,3,2,New Employee,2,2,2
41,Mid-Career,No,0,Travel_Rarely,802,Sales,9,1,Life Sciences,1,176,3,Male,96,3,3,Sales Executive,3,Divorced,8189,Medium Income,21196,3,Y,Yes,13,3,3,80,1,12,2,3,9,Veteran,7,0,7
26,Young,No,0,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married,2942,Low Income,8916,1,Y,No,23,4,4,80,1,8,3,3,8,Veteran,7,5,7
36,Mid-Career,No,0,Travel_Rarely,216,Research & Development,6,2,Medical,1,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,Low Income,2819,6,Y,No,20,4,4,80,2,7,0,3,3,Experienced,2,0,1
51,Senior,Yes,1,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,179,1,Male,53,1,3,Manufacturing Director,4,Single,10650,High Income,25150,2,Y,No,15,3,4,80,0,18,2,3,4,Experienced,2,0,3
39,Mid-Career,No,0,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,182,4,Female,47,2,2,Sales Executive,3,Married,5902,Medium Income,14590,4,Y,No,14,3,3,80,1,17,1,4,15,Veteran,11,5,9
25,Young,No,0,Travel_Rarely,959,Sales,28,3,Life Sciences,1,183,1,Male,41,2,2,Sales Executive,3,Married,8639,Medium Income,24835,2,Y,No,18,3,4,80,0,6,3,3,2,New Employee,2,2,2
30,Mid-Career,No,0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,184,3,Male,48,3,2,Human Resources,4,Married,6347,Medium Income,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,Veteran,9,4,7
32,Mid-Career,Yes,1,Travel_Rarely,1033,Research & Development,9,3,Medical,1,190,1,Female,41,3,1,Laboratory Technician,1,Single,4200,Low Income,10224,7,Y,No,22,4,1,80,0,10,2,4,5,Experienced,4,0,4
45,Mid-Career,No,0,Travel_Rarely,1316,Research & Development,29,3,Medical,1,192,3,Male,83,3,1,Research Scientist,4,Single,3452,Low Income,9752,5,Y,No,13,3,2,80,0,9,2,2,6,Experienced,5,0,3
38,Mid-Career,No,0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,193,4,Female,32,3,2,Research Scientist,3,Single,4317,Low Income,2302,3,Y,Yes,20,4,2,80,0,19,2,3,3,Experienced,2,2,2
30,Mid-Career,No,0,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194,1,Female,75,3,1,Research Scientist,3,Single,2632,Low Income,23910,1,Y,No,14,3,3,80,0,5,4,2,5,Experienced,4,0,4
32,Mid-Career,No,0,Travel_Frequently,689,Sales,9,2,Medical,1,195,4,Male,35,1,2,Sales Executive,4,Divorced,4668,Low Income,22812,0,Y,No,17,3,4,80,3,9,2,4,8,Veteran,7,0,7
30,Mid-Career,No,0,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204,Low Income,10415,5,Y,No,14,3,4,80,1,8,3,3,3,Experienced,2,2,2
30,Mid-Career,No,0,Travel_Rarely,1427,Research & Development,2,1,Medical,1,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720,Low Income,11162,0,Y,No,13,3,4,80,0,6,3,3,5,Experienced,3,1,2
41,Mid-Career,No,0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,199,4,Male,91,2,4,Manager,1,Divorced,17181,High Income,12888,4,Y,No,13,3,2,80,1,21,2,2,7,Experienced,6,7,7
41,Mid-Career,No,0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,200,3,Male,94,3,1,Laboratory Technician,1,Married,2238,Low Income,6961,2,Y,No,21,4,4,80,1,7,2,3,5,Experienced,0,1,4
19,Young,No,0,Travel_Rarely,1181,Research & Development,3,1,Medical,1,201,2,Female,79,3,1,Laboratory Technician,2,Single,1483,Low Income,16102,1,Y,No,14,3,4,80,0,1,3,3,1,New Employee,0,0,0
40,Mid-Career,No,0,Travel_Frequently,1395,Research & Development,26,3,Medical,1,202,2,Female,54,3,2,Research Scientist,2,Divorced,5605,Medium Income,8504,1,Y,No,11,3,1,80,1,20,2,3,20,Veteran,7,2,13
35,Mid-Career,No,0,Travel_Rarely,662,Sales,1,5,Marketing,1,204,3,Male,94,3,3,Sales Executive,2,Married,7295,Medium Income,11439,1,Y,No,13,3,1,80,2,10,3,3,10,Veteran,8,0,6
53,Senior,No,0,Travel_Rarely,1436,Sales,6,2,Marketing,1,205,2,Male,34,3,2,Sales Representative,3,Married,2306,Low Income,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,Experienced,7,4,5
45,Mid-Career,No,0,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,Low Income,10901,8,Y,No,18,3,3,80,1,20,2,1,17,Veteran,9,0,15
32,Mid-Career,No,0,Travel_Frequently,967,Sales,8,3,Marketing,1,207,2,Female,43,3,3,Sales Executive,4,Single,8998,Medium Income,15589,1,Y,No,14,3,4,80,0,9,2,3,9,Veteran,8,3,7
29,Young,No,0,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319,Low Income,26283,1,Y,No,13,3,1,80,1,10,1,3,10,Veteran,7,0,9
51,Senior,No,0,Travel_Rarely,1169,Research & Development,7,4,Medical,1,211,2,Male,34,2,2,Manufacturing Director,3,Married,6132,Medium Income,13983,2,Y,No,17,3,3,80,0,10,2,3,1,New Employee,0,0,0
58,Senior,No,0,Travel_Rarely,1145,Research & Development,9,3,Medical,1,214,2,Female,75,2,1,Research Scientist,2,Married,3346,Low Income,11873,4,Y,Yes,20,4,2,80,1,9,3,2,1,New Employee,0,0,0
40,Mid-Career,No,0,Travel_Rarely,630,Sales,4,4,Marketing,1,215,3,Male,67,2,3,Sales Executive,4,Married,10855,High Income,8552,7,Y,No,11,3,1,80,1,15,2,2,12,Veteran,11,2,11
34,Mid-Career,No,0,Travel_Frequently,303,Sales,2,4,Marketing,1,216,3,Female,75,3,1,Sales Representative,3,Married,2231,Low Income,11314,6,Y,No,18,3,4,80,1,6,3,3,4,Experienced,3,1,2
22,Young,No,0,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217,3,Male,80,3,1,Research Scientist,4,Married,2323,Low Income,11992,1,Y,No,24,4,1,80,2,2,6,3,2,New Employee,2,2,2
27,Young,No,0,Non-Travel,691,Research & Development,9,3,Medical,1,218,4,Male,57,3,1,Research Scientist,2,Divorced,2024,Low Income,5970,6,Y,No,18,3,4,80,1,6,1,1,2,New Employee,2,2,2
28,Young,No,0,Travel_Rarely,440,Research & Development,21,3,Medical,1,221,3,Male,42,3,1,Research Scientist,4,Married,2713,Low Income,6672,1,Y,No,11,3,3,80,1,5,2,1,5,Experienced,2,0,2
57,Senior,No,0,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,223,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,Medium Income,23402,3,Y,Yes,16,3,2,80,1,12,2,1,5,Experienced,3,1,4
27,Young,No,0,Non-Travel,1450,Research & Development,3,3,Medical,1,224,3,Male,79,2,1,Research Scientist,3,Divorced,2566,Low Income,25326,1,Y,Yes,15,3,4,80,1,1,2,2,1,New Employee,1,0,1
50,Senior,No,0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,226,3,Female,53,3,5,Manager,2,Single,19926,High Income,17053,3,Y,No,15,3,2,80,0,21,5,3,5,Experienced,4,4,4
41,Mid-Career,No,0,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,227,1,Male,56,3,1,Research Scientist,3,Divorced,2451,Low Income,4609,4,Y,No,12,3,1,80,1,13,2,3,9,Veteran,8,1,8
30,Mid-Career,No,0,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228,2,Female,41,3,3,Sales Executive,4,Married,9419,Medium Income,8053,2,Y,No,12,3,3,80,1,12,2,3,10,Veteran,9,7,4
38,Mid-Career,No,0,Travel_Rarely,702,Sales,1,4,Life Sciences,1,230,1,Female,59,2,2,Sales Executive,4,Single,8686,Medium Income,12930,4,Y,No,22,4,3,80,0,12,2,4,8,Veteran,3,0,7
32,Mid-Career,No,0,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,231,3,Male,43,3,1,Research Scientist,3,Single,3038,Low Income,12430,3,Y,No,20,4,1,80,0,8,2,3,5,Experienced,4,1,4
27,Young,No,0,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,3,Male,51,3,1,Research Scientist,2,Married,3058,Low Income,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,Experienced,2,1,1
19,Young,Yes,1,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,3,Female,100,1,1,Sales Representative,1,Single,2325,Low Income,20989,0,Y,No,21,4,1,80,0,1,5,4,0,New Employee,0,0,0
36,Mid-Career,No,0,Travel_Frequently,1480,Research & Development,3,2,Medical,1,238,4,Male,30,3,1,Laboratory Technician,2,Single,2088,Low Income,15062,4,Y,No,12,3,3,80,0,13,3,2,8,Veteran,7,7,2
30,Mid-Career,No,0,Non-Travel,111,Research & Development,9,3,Medical,1,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,Low Income,11012,1,Y,No,11,3,3,80,2,12,4,3,12,Veteran,9,6,10
45,Mid-Career,No,0,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,240,3,Female,30,3,2,Sales Executive,1,Divorced,5006,Medium Income,6319,4,Y,Yes,11,3,1,80,1,9,3,4,5,Experienced,4,0,3
56,Senior,No,0,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,241,3,Female,67,3,1,Research Scientist,1,Divorced,4257,Low Income,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,New Employee,2,2,2
33,Mid-Career,No,0,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,242,3,Male,90,3,1,Research Scientist,4,Single,2500,Low Income,10515,0,Y,No,14,3,1,80,0,4,2,4,3,Experienced,1,0,2
19,Young,Yes,1,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243,2,Male,47,2,1,Laboratory Technician,4,Single,1102,Low Income,9241,1,Y,No,22,4,3,80,0,1,3,2,1,New Employee,0,1,0
46,Senior,No,0,Travel_Rarely,526,Sales,1,2,Marketing,1,244,2,Female,92,3,3,Sales Executive,1,Divorced,10453,High Income,2137,1,Y,No,25,4,3,80,3,24,2,3,24,Veteran,13,15,7
38,Mid-Career,No,0,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,245,3,Female,75,3,1,Laboratory Technician,4,Single,2288,Low Income,6319,1,Y,No,12,3,3,80,0,2,3,3,2,New Employee,2,2,1
31,Mid-Career,No,0,Travel_Rarely,140,Research & Development,12,1,Medical,1,246,3,Female,95,3,1,Research Scientist,4,Married,3929,Low Income,6984,8,Y,Yes,23,4,3,80,1,7,0,3,4,Experienced,2,0,2
34,Mid-Career,No,0,Travel_Rarely,629,Research & Development,27,2,Medical,1,247,4,Female,95,3,1,Research Scientist,2,Single,2311,Low Income,5711,2,Y,No,15,3,4,80,0,9,3,3,3,Experienced,2,1,2
41,Mid-Career,Yes,1,Travel_Rarely,1356,Sales,20,2,Marketing,1,248,2,Female,70,3,1,Sales Representative,2,Single,3140,Low Income,21728,1,Y,Yes,22,4,4,80,0,4,5,2,4,Experienced,3,0,2
50,Senior,No,0,Travel_Rarely,328,Research & Development,1,3,Medical,1,249,3,Male,86,2,1,Laboratory Technician,3,Married,3690,Low Income,3425,2,Y,No,15,3,4,80,1,5,2,2,3,Experienced,2,0,2
53,Senior,No,0,Travel_Rarely,1084,Research & Development,13,2,Medical,1,250,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,Low Income,26250,1,Y,No,11,3,3,80,2,5,3,3,4,Experienced,2,1,3
33,Mid-Career,No,0,Travel_Rarely,931,Research & Development,14,3,Medical,1,252,4,Female,72,3,1,Research Scientist,2,Married,2756,Low Income,4673,1,Y,No,13,3,4,80,1,8,5,3,8,Veteran,7,1,6
40,Mid-Career,No,0,Travel_Rarely,989,Research & Development,4,1,Medical,1,253,4,Female,46,3,5,Manager,3,Married,19033,High Income,6499,1,Y,No,14,3,2,80,1,21,2,3,20,Veteran,8,9,9
55,Senior,No,0,Travel_Rarely,692,Research & Development,14,4,Medical,1,254,3,Male,61,4,5,Research Director,2,Single,18722,High Income,13339,8,Y,No,11,3,4,80,0,36,3,3,24,Veteran,15,2,15
34,Mid-Career,No,0,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,256,4,Male,45,2,2,Manufacturing Director,3,Married,9547,Medium Income,14074,1,Y,No,17,3,3,80,0,10,2,2,10,Veteran,9,1,9
51,Senior,No,0,Travel_Rarely,313,Research & Development,3,3,Medical,1,258,4,Female,98,3,4,Healthcare Representative,2,Single,13734,High Income,7192,3,Y,No,18,3,3,80,0,21,6,3,7,Experienced,7,1,0
52,Senior,No,0,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,259,3,Male,65,2,5,Manager,3,Married,19999,High Income,5678,0,Y,No,14,3,1,80,1,34,5,3,33,Veteran,18,11,9
27,Young,No,0,Travel_Rarely,894,Research & Development,9,3,Medical,1,260,4,Female,99,3,1,Research Scientist,2,Single,2279,Low Income,11781,1,Y,No,16,3,4,80,0,7,2,2,7,Experienced,7,0,3
35,Mid-Career,Yes,1,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,261,2,Male,50,2,2,Manufacturing Director,3,Married,5916,Medium Income,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,New Employee,0,0,1
43,Mid-Career,No,0,Non-Travel,1344,Research & Development,7,3,Medical,1,262,4,Male,37,4,1,Research Scientist,4,Divorced,2089,Low Income,5228,4,Y,No,14,3,4,80,3,7,3,4,5,Experienced,4,2,2
45,Mid-Career,No,0,Non-Travel,1195,Research & Development,2,2,Medical,1,264,1,Male,65,2,4,Manager,4,Married,16792,High Income,20462,9,Y,No,23,4,4,80,1,22,1,3,20,Veteran,8,11,8
37,Mid-Career,No,0,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,267,2,Male,65,4,1,Research Scientist,1,Married,3564,Low Income,22977,1,Y,Yes,12,3,1,80,1,8,3,2,8,Veteran,7,1,7
35,Mid-Career,No,0,Travel_Frequently,138,Research & Development,2,3,Medical,1,269,2,Female,37,3,2,Laboratory Technician,2,Single,4425,Low Income,15986,5,Y,No,11,3,4,80,0,10,5,3,6,Experienced,2,1,2
42,Mid-Career,No,0,Non-Travel,926,Research & Development,21,2,Medical,1,270,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,Medium Income,16439,2,Y,No,16,3,2,80,1,11,5,3,5,Experienced,3,0,2
38,Mid-Career,No,0,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,271,4,Male,88,3,2,Manufacturing Director,3,Married,6553,Medium Income,7259,9,Y,No,14,3,2,80,0,14,3,3,1,New Employee,0,0,0
38,Mid-Career,No,0,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,1,273,4,Male,54,3,2,Manufacturing Director,4,Married,6261,Medium Income,4185,3,Y,No,18,3,1,80,1,9,3,1,7,Experienced,7,1,7
27,Young,No,0,Travel_Frequently,472,Research & Development,1,1,Technical Degree,1,274,3,Male,60,2,2,Manufacturing Director,1,Married,4298,Low Income,9679,5,Y,No,19,3,3,80,1,6,1,3,2,New Employee,2,2,0
49,Senior,No,0,Non-Travel,1002,Research & Development,18,4,Life Sciences,1,275,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804,Medium Income,23793,1,Y,Yes,15,3,1,80,2,7,0,3,7,Experienced,7,1,7
34,Mid-Career,No,0,Travel_Frequently,878,Research & Development,10,4,Medical,1,277,4,Male,43,3,1,Research Scientist,3,Divorced,3815,Low Income,5972,1,Y,Yes,17,3,4,80,1,5,4,4,5,Experienced,3,2,0
40,Mid-Career,No,0,Travel_Rarely,905,Research & Development,19,2,Medical,1,281,3,Male,99,3,2,Laboratory Technician,4,Married,2741,Low Income,16523,8,Y,Yes,15,3,3,80,1,15,2,4,7,Experienced,2,3,7
38,Mid-Career,Yes,1,Travel_Rarely,1180,Research & Development,29,1,Medical,1,282,2,Male,70,3,2,Healthcare Representative,1,Married,6673,Medium Income,11354,7,Y,Yes,19,3,2,80,0,17,2,3,1,New Employee,0,0,0
29,Young,Yes,1,Travel_Rarely,121,Sales,27,3,Marketing,1,283,2,Female,35,3,3,Sales Executive,4,Married,7639,Medium Income,24525,1,Y,No,22,4,4,80,3,10,3,2,10,Veteran,4,1,9
22,Young,No,0,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,1,284,4,Male,60,4,1,Research Scientist,2,Divorced,2328,Low Income,12392,1,Y,Yes,16,3,1,80,1,4,2,2,4,Experienced,2,2,2
36,Mid-Career,No,0,Travel_Frequently,635,Research & Development,18,1,Medical,1,286,2,Female,73,3,1,Laboratory Technician,4,Single,2153,Low Income,7703,1,Y,No,13,3,1,80,0,8,2,3,8,Veteran,1,1,7
40,Mid-Career,No,0,Non-Travel,1151,Research & Development,9,5,Life Sciences,1,287,4,Male,63,2,2,Healthcare Representative,4,Married,4876,Low Income,14242,9,Y,No,14,3,4,80,1,5,5,1,3,Experienced,2,0,2
46,Senior,No,0,Travel_Rarely,644,Research & Development,1,4,Medical,1,288,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,Medium Income,12368,7,Y,No,16,3,3,80,1,17,3,3,4,Experienced,2,0,3
32,Mid-Career,Yes,1,Travel_Rarely,1045,Sales,4,4,Medical,1,291,4,Male,32,1,3,Sales Executive,4,Married,10400,High Income,25812,1,Y,No,11,3,3,80,0,14,2,2,14,Veteran,8,9,8
30,Mid-Career,No,0,Non-Travel,829,Research & Development,1,1,Life Sciences,1,292,3,Male,88,2,3,Manufacturing Director,3,Single,8474,Medium Income,20925,1,Y,No,22,4,3,80,0,12,2,3,11,Veteran,8,5,8
27,Young,No,0,Travel_Frequently,1242,Sales,20,3,Life Sciences,1,293,4,Female,90,3,2,Sales Executive,3,Single,9981,Medium Income,12916,1,Y,No,14,3,4,80,0,7,2,3,7,Experienced,7,0,7
51,Senior,No,0,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,1,296,2,Male,81,2,3,Research Director,2,Married,12490,High Income,15736,5,Y,No,16,3,4,80,2,16,5,1,10,Veteran,9,4,7
30,Mid-Career,Yes,1,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,297,4,Female,88,3,1,Research Scientist,1,Single,2657,Low Income,8556,5,Y,Yes,11,3,3,80,0,8,5,3,5,Experienced,2,0,4
41,Mid-Career,No,0,Travel_Rarely,896,Sales,6,3,Life Sciences,1,298,4,Female,75,3,3,Manager,4,Single,13591,High Income,14674,3,Y,Yes,18,3,3,80,0,16,3,3,1,New Employee,0,0,0
30,Mid-Career,Yes,1,Travel_Frequently,334,Sales,26,4,Marketing,1,299,3,Female,52,2,2,Sales Executive,1,Single,6696,Medium Income,22967,5,Y,No,15,3,3,80,0,9,5,2,6,Experienced,3,0,1
29,Young,Yes,1,Travel_Rarely,992,Research & Development,1,3,Technical Degree,1,300,3,Male,85,3,1,Research Scientist,3,Single,2058,Low Income,19757,0,Y,No,14,3,4,80,0,7,1,2,6,Experienced,2,1,5
45,Mid-Career,No,0,Non-Travel,1052,Sales,6,3,Medical,1,302,4,Female,57,2,3,Sales Executive,4,Single,8865,Medium Income,16840,6,Y,No,12,3,4,80,0,23,2,3,19,Veteran,7,12,8
54,Senior,No,0,Travel_Rarely,1147,Sales,3,3,Marketing,1,303,4,Female,52,3,2,Sales Executive,1,Married,5940,Medium Income,17011,2,Y,No,14,3,4,80,1,16,4,3,6,Experienced,2,0,5
36,Mid-Career,No,0,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,304,4,Male,62,3,2,Laboratory Technician,2,Single,5914,Medium Income,9945,8,Y,No,16,3,4,80,0,16,3,4,13,Veteran,11,3,7
33,Mid-Career,No,0,Travel_Rarely,147,Research & Development,4,4,Medical,1,305,3,Female,47,2,1,Research Scientist,2,Married,2622,Low Income,13248,6,Y,No,21,4,4,80,0,7,3,3,3,Experienced,2,1,1
37,Mid-Career,No,0,Travel_Frequently,663,Research & Development,11,3,Other,1,306,2,Male,47,3,3,Research Director,4,Divorced,12185,High Income,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,Veteran,8,0,7
38,Mid-Career,No,0,Travel_Rarely,119,Sales,3,3,Life Sciences,1,307,1,Male,76,3,3,Sales Executive,3,Divorced,10609,High Income,9647,0,Y,No,12,3,3,80,2,17,6,2,16,Veteran,10,5,13
31,Mid-Career,No,0,Non-Travel,979,Research & Development,1,4,Medical,1,308,3,Male,90,1,2,Manufacturing Director,3,Married,4345,Low Income,4381,0,Y,No,12,3,4,80,1,6,2,3,5,Experienced,4,1,4
59,Senior,No,0,Travel_Rarely,142,Research & Development,3,3,Life Sciences,1,309,3,Male,70,2,1,Research Scientist,4,Married,2177,Low Income,8456,3,Y,No,17,3,1,80,1,7,6,3,1,New Employee,0,0,0
37,Mid-Career,No,0,Travel_Frequently,319,Sales,4,4,Marketing,1,311,1,Male,41,3,1,Sales Representative,4,Divorced,2793,Low Income,2539,4,Y,No,17,3,3,80,1,13,2,3,9,Veteran,8,5,8
29,Young,No,0,Travel_Frequently,1413,Sales,1,1,Medical,1,312,2,Female,42,3,3,Sales Executive,4,Married,7918,Medium Income,6599,1,Y,No,14,3,4,80,1,11,5,3,11,Veteran,10,4,1
35,Mid-Career,No,0,Travel_Frequently,944,Sales,1,3,Marketing,1,314,3,Female,92,3,3,Sales Executive,3,Single,8789,Medium Income,9096,1,Y,No,14,3,1,80,0,10,3,4,10,Veteran,7,0,8
29,Young,Yes,1,Travel_Rarely,896,Research & Development,18,1,Medical,1,315,3,Male,86,2,1,Research Scientist,4,Single,2389,Low Income,14961,1,Y,Yes,13,3,3,80,0,4,3,2,4,Experienced,3,0,1
52,Senior,No,0,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,1,316,3,Female,89,2,1,Laboratory Technician,4,Single,3212,Low Income,3300,7,Y,No,15,3,2,80,0,6,3,2,2,New Employee,2,2,2
42,Mid-Career,No,0,Travel_Rarely,532,Research & Development,4,2,Technical Degree,1,319,3,Male,58,3,5,Manager,4,Married,19232,High Income,4933,1,Y,No,11,3,4,80,0,22,3,3,22,Veteran,17,11,15
59,Senior,No,0,Travel_Rarely,818,Human Resources,6,2,Medical,1,321,2,Male,52,3,1,Human Resources,3,Married,2267,Low Income,25657,8,Y,No,17,3,4,80,0,7,2,2,2,New Employee,2,2,2
50,Senior,No,0,Travel_Rarely,854,Sales,1,4,Medical,1,323,4,Female,68,3,5,Manager,4,Divorced,19517,High Income,24118,3,Y,No,11,3,3,80,1,32,3,2,7,Experienced,0,0,6
33,Mid-Career,Yes,1,Travel_Rarely,813,Research & Development,14,3,Medical,1,325,3,Male,58,3,1,Laboratory Technician,4,Married,2436,Low Income,22149,5,Y,Yes,13,3,3,80,1,8,2,1,5,Experienced,4,0,4
43,Mid-Career,No,0,Travel_Rarely,1034,Sales,16,3,Marketing,1,327,4,Female,80,3,4,Manager,4,Married,16064,High Income,7744,5,Y,Yes,22,4,3,80,1,22,3,3,17,Veteran,13,1,9
33,Mid-Career,Yes,1,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,328,1,Female,39,3,1,Laboratory Technician,1,Married,2707,Low Income,21509,7,Y,No,20,4,1,80,0,13,3,4,9,Veteran,7,1,7
